time,number,veh type,link,lane,x,vx,y,leader number,delta x,VISSIM delta v,delta v
113.4,29,100,3,3,307.02,57.46,0.5,24,190.22,7.38,6.75
113.4,30,100,3,2,242.18,52.49,0.5,28,44.97,-0.82,-0.7199999999999989
113.4,31,100,3,3,224.72,54.65,0.5,29,82.23,-2.65,-2.8100000000000023
113.4,32,100,3,2,186.59,48.05,0.5,30,55.46,-4.47,-4.440000000000005
113.4,33,100,3,1,187.55,50.94,0.5,27,141.14,-2.64,-2.780000000000001
113.4,34,100,3,3,131.69,52.99,0.5,31,92.98,-1.63,-1.6599999999999966
113.4,35,100,3,2,126.01,55.02,0.5,32,116.24,2.63,6.970000000000006
113.4,36,100,3,3,87.31,48.92,0.5,34,44.26,-4.22,-4.07
113.4,37,100,3,1,105.96,53.56,0.5,33,81.66,2.61,2.6200000000000045
113.4,38,100,4,1,84.76,54.13,0.5,35,166.94,-0.9,-0.8900000000000006
113.5,19,100,10003,1,89.24,52.64,0.5,20,35.03,-0.97,-0.9600000000000009
113.5,20,100,5,1,27.37,53.6,0.5,20,250.0,0.0,0.0
113.5,21,100,6,1,13.52,50.01,0.5,21,250.0,0.0,0.0
113.5,22,100,3,2,494.8,24.83,0.5,23,10.69,1.1,0.6099999999999994
113.5,23,100,3,2,505.47,24.22,0.41,23,5.65,23.77,0.0
113.5,24,100,3,3,498.46,51.43,0.5,24,250.0,0.0,0.0
113.5,25,100,3,1,461.25,49.89,0.5,19,44.93,26.41,-2.75
113.5,26,100,3,2,369.73,54.19,0.39,22,136.58,30.53,29.36
113.5,27,100,3,1,330.25,53.79,0.83,25,131.1,3.54,3.8999999999999986
113.5,28,100,3,2,288.65,53.12,0.5,26,81.05,-1.09,-1.0700000000000003
113.5,29,100,3,3,308.62,57.55,0.5,24,190.02,6.75,6.119999999999997
113.5,30,100,3,2,243.64,52.53,0.5,28,44.99,-0.72,-0.5899999999999963
113.5,31,100,3,3,226.23,54.58,0.5,29,82.3,-2.81,-2.969999999999999
113.5,32,100,3,2,187.93,48.14,0.5,30,55.59,-4.43,-4.390000000000001
113.5,33,100,3,1,188.96,50.87,0.5,27,141.21,-2.78,-2.9200000000000017
113.5,34,100,3,3,133.16,52.9,0.5,31,93.03,-1.66,-1.6799999999999997
113.5,35,100,3,2,127.54,54.97,0.5,32,60.58,6.97,6.829999999999998
113.5,36,100,3,3,88.67,48.98,0.5,34,44.38,-4.07,-3.9200000000000017
113.5,37,100,3,1,107.45,53.5,0.5,33,81.59,2.62,2.6300000000000026
113.5,38,100,4,1,86.26,54.09,0.5,35,166.97,-0.89,-0.8799999999999955
113.6,19,100,10003,1,90.71,52.72,0.5,20,35.05,-0.95,-0.9399999999999977
113.6,20,100,5,1,28.85,53.66,0.5,20,250.0,0.0,0.0
113.6,21,100,6,1,14.91,50.06,0.5,21,250.0,0.0,0.0
113.6,22,100,3,2,495.49,24.78,0.5,23,10.66,0.6,0.10000000000000142
113.6,23,100,3,2,506.14,24.68,0.38,23,4.98,24.22,0.0
113.6,24,100,3,3,499.9,52.03,0.5,24,250.0,0.0,0.0
113.6,25,100,3,1,462.64,49.61,0.5,19,44.21,25.67,-3.1099999999999994
113.6,26,100,3,2,371.23,54.09,0.35,22,135.74,29.97,29.310000000000002
113.6,27,100,3,1,331.75,53.86,0.87,25,131.0,3.9,4.25
113.6,28,100,3,2,290.12,53.04,0.5,26,81.08,-1.07,-1.0500000000000043
113.6,29,100,3,3,310.22,57.65,0.5,24,189.84,6.12,5.619999999999997
113.6,30,100,3,2,245.1,52.57,0.5,28,45.01,-0.59,-0.46999999999999886
113.6,31,100,3,3,227.75,54.51,0.5,29,82.38,-2.97,-3.1400000000000006
113.6,32,100,3,2,189.26,48.22,0.5,30,55.71,-4.39,-4.350000000000001
113.6,33,100,3,1,190.38,50.79,0.5,27,141.29,-2.92,-3.0700000000000003
113.6,34,100,3,3,134.63,52.81,0.5,31,93.08,-1.68,-1.6999999999999957
113.6,35,100,3,2,129.06,54.91,0.5,32,60.39,6.83,6.689999999999998
113.6,36,100,3,3,90.03,49.05,0.5,34,44.49,-3.92,-3.760000000000005
113.6,37,100,3,1,108.93,53.43,0.5,33,81.52,2.63,2.6400000000000006
113.6,38,100,4,1,87.76,54.06,0.5,35,166.99,-0.87,-0.8499999999999943
113.7,19,100,10003,1,92.17,52.8,0.5,20,35.08,-0.94,-0.9299999999999997
113.7,20,100,5,1,30.35,53.73,0.5,20,250.0,0.0,0.0
113.7,21,100,6,1,16.3,50.1,0.5,21,250.0,0.0,0.0
113.7,22,100,3,2,496.18,24.74,0.5,23,10.65,0.1,-0.39000000000000057
113.7,23,100,3,2,506.84,25.13,0.35,23,4.3,24.68,0.0
113.7,24,100,3,3,501.35,52.52,0.5,24,250.0,0.0,0.0
113.7,25,100,3,1,464.01,49.34,0.5,19,43.51,24.94,-3.4599999999999937
113.7,26,100,3,2,372.73,53.99,0.32,22,134.91,29.41,29.250000000000004
113.7,27,100,3,1,333.25,53.92,0.9,25,130.89,4.24,4.579999999999998
113.7,28,100,3,2,291.6,52.95,0.5,26,81.11,-1.05,-1.0399999999999991
113.7,29,100,3,3,311.82,57.74,0.5,24,189.68,5.62,5.219999999999999
113.7,30,100,3,2,246.56,52.61,0.5,28,45.03,-0.47,-0.3400000000000034
113.7,31,100,3,3,229.26,54.45,0.5,29,82.47,-3.13,-3.289999999999999
113.7,32,100,3,2,190.6,48.3,0.5,30,55.83,-4.35,-4.310000000000002
113.7,33,100,3,1,191.79,50.79,0.5,27,141.37,-3.06,-3.1300000000000026
113.7,34,100,3,3,136.09,52.72,0.5,31,93.12,-1.7,-1.730000000000004
113.7,35,100,3,2,130.59,54.86,0.5,32,60.2,6.7,6.560000000000002
113.7,36,100,3,3,91.39,49.11,0.5,34,44.59,-3.77,-3.6099999999999994
113.7,37,100,3,1,110.42,53.36,0.5,33,81.44,2.64,2.5700000000000003
113.7,38,100,4,1,89.26,54.02,0.5,35,167.02,-0.86,-0.8399999999999963
113.8,19,100,10003,1,93.64,52.87,0.5,20,35.11,-0.93,-0.9299999999999997
113.8,20,100,5,1,31.84,53.8,0.5,20,250.0,0.0,0.0
113.8,21,100,6,1,17.69,50.14,0.5,21,250.0,0.0,0.0
113.8,22,100,3,2,496.86,24.69,0.5,23,10.66,-0.4,-0.8999999999999986
113.8,23,100,3,2,507.54,25.59,0.31,23,3.61,25.13,0.0
113.8,24,100,3,3,502.81,52.94,0.5,24,250.0,0.0,0.0
113.8,25,100,3,1,465.38,49.08,0.5,19,42.82,24.21,-3.789999999999999
113.8,26,100,3,2,374.23,53.89,0.29,22,134.1,28.86,29.2
113.8,27,100,3,1,334.74,53.99,0.93,25,130.77,4.58,4.910000000000004
113.8,28,100,3,2,293.07,52.87,0.5,26,81.14,-1.04,-1.0200000000000031
113.8,29,100,3,3,313.42,57.84,0.5,24,189.53,5.22,4.900000000000006
113.8,30,100,3,2,248.02,52.65,0.5,28,45.04,-0.34,-0.21999999999999886
113.8,31,100,3,3,230.77,54.38,0.5,29,82.56,-3.29,-3.460000000000001
113.8,32,100,3,2,191.95,48.38,0.5,30,55.95,-4.31,-4.269999999999996
113.8,33,100,3,1,193.2,50.86,0.5,27,141.46,-3.13,-3.1300000000000026
113.8,34,100,3,3,137.55,52.63,0.5,31,93.17,-1.72,-1.75
113.8,35,100,3,2,132.11,54.8,0.5,32,60.02,6.56,6.419999999999995
113.8,36,100,3,3,92.76,49.17,0.5,34,44.7,-3.61,-3.460000000000001
113.8,37,100,3,1,111.9,53.3,0.5,33,81.37,2.57,2.4399999999999977
113.8,38,100,4,1,90.76,53.98,0.5,35,167.04,-0.84,-0.8200000000000003
113.9,19,100,10003,1,95.11,52.95,0.5,19,250.0,0.0,0.0
113.9,21,100,6,1,19.08,50.18,0.5,21,250.0,0.0,0.0
113.9,22,100,3,2,497.55,24.65,0.5,23,10.68,-0.89,-1.3900000000000006
113.9,23,100,3,2,508.26,26.04,0.28,23,2.91,25.59,0.0
113.9,24,100,3,3,504.29,53.28,0.5,24,250.0,0.0,0.0
113.9,25,100,3,1,466.74,48.83,0.5,19,42.16,23.5,-4.1200000000000045
113.9,26,100,3,2,375.73,53.8,0.25,22,133.31,28.31,29.15
113.9,27,100,3,1,336.24,54.05,0.97,25,130.63,4.9,5.219999999999999
113.9,28,100,3,2,294.53,52.78,0.5,26,81.16,-1.03,-1.019999999999996
113.9,29,100,3,3,315.03,57.93,0.5,24,189.39,4.9,4.649999999999999
113.9,30,100,3,2,249.48,52.69,0.5,28,45.05,-0.22,-0.09000000000000341
113.9,31,100,3,3,232.28,54.32,0.5,29,82.65,-3.45,-3.6099999999999994
113.9,32,100,3,2,193.29,48.46,0.5,30,56.07,-4.27,-4.229999999999997
113.9,33,100,3,1,194.61,50.93,0.5,27,141.55,-3.13,-3.1199999999999974
113.9,34,100,3,3,139.02,52.55,0.5,31,93.22,-1.75,-1.7700000000000031
113.9,35,100,3,2,133.63,54.75,0.5,32,59.84,6.42,6.289999999999999
113.9,36,100,3,3,94.13,49.23,0.5,34,44.8,-3.46,-3.3200000000000003
113.9,37,100,3,1,113.38,53.23,0.5,33,81.3,2.44,2.299999999999997
113.9,38,100,4,1,92.26,53.94,0.5,35,167.07,-0.83,-0.8100000000000023
114.0,19,100,10003,1,96.58,53.03,0.5,19,250.0,0.0,0.0
114.0,21,100,6,1,20.48,50.22,0.5,21,250.0,0.0,0.0
114.0,22,100,3,2,498.23,24.6,0.5,23,10.71,-1.39,-1.889999999999997
114.0,23,100,3,2,508.99,26.49,0.25,23,2.19,26.04,0.0
114.0,24,100,3,3,505.77,53.55,0.5,24,250.0,0.0,0.0
114.0,25,100,3,1,468.09,48.59,0.5,19,41.52,22.79,-4.439999999999998
114.0,26,100,3,2,377.22,53.71,0.22,22,132.53,27.76,29.11
114.0,27,100,3,2,337.75,54.12,0.0,25,130.49,5.22,5.529999999999994
114.0,28,100,3,2,296.0,52.7,0.5,26,81.19,-1.02,-1.009999999999998
114.0,29,100,3,3,316.64,58.03,0.5,24,189.26,4.65,4.480000000000004
114.0,30,100,3,2,250.95,52.73,0.5,28,45.05,-0.09,0.02999999999999403
114.0,31,100,3,3,233.79,54.25,0.5,29,82.75,-3.62,-3.780000000000001
114.0,32,100,3,2,194.64,48.54,0.5,30,56.19,-4.23,-4.189999999999998
114.0,33,100,3,1,196.03,51.01,0.5,27,141.63,-3.12,-3.1099999999999994
114.0,34,100,3,3,140.47,52.46,0.5,31,93.27,-1.77,-1.7899999999999991
114.0,35,100,3,2,135.15,54.7,0.5,32,59.66,6.29,6.160000000000004
114.0,36,100,3,3,95.49,49.3,0.5,34,44.89,-3.31,-3.1600000000000037
114.0,37,100,3,1,114.86,53.17,0.5,33,81.23,2.3,2.1600000000000037
114.0,38,100,4,1,93.76,53.9,0.5,35,167.09,-0.81,-0.8000000000000043
114.1,19,100,10003,1,98.06,53.1,0.5,19,250.0,0.0,0.0
114.1,21,100,6,1,21.87,50.27,0.5,21,250.0,0.0,0.0
114.1,22,100,3,2,498.92,24.56,0.5,23,10.75,-1.89,-2.3900000000000006
114.1,23,100,3,2,509.73,26.95,0.21,23,1.46,26.49,0.0
114.1,24,100,3,3,507.26,53.75,0.5,24,250.0,0.0,0.0
114.1,25,100,3,1,469.44,48.36,0.5,19,40.9,22.1,-4.740000000000002
114.1,26,100,3,2,378.71,53.62,0.19,22,131.77,27.22,29.06
114.1,27,100,3,2,339.25,54.19,0.03,26,39.47,0.41,0.5700000000000003
114.1,28,100,3,2,297.46,52.61,0.5,27,41.75,-1.42,-1.5799999999999983
114.1,29,100,3,3,318.25,58.0,0.47,24,21.11,3.91,4.25
114.1,30,100,3,2,252.41,52.77,0.5,28,45.05,0.03,0.1600000000000037
114.1,31,100,3,3,235.3,54.18,0.5,29,82.85,-3.78,-3.8200000000000003
114.1,32,100,3,2,195.99,48.62,0.5,30,56.31,-4.19,-4.150000000000006
114.1,33,100,3,1,197.45,51.08,0.5,33,250.0,0.0,0.0
114.1,34,100,3,3,141.93,52.37,0.5,31,93.32,-1.79,-1.8100000000000023
114.1,35,100,3,2,136.67,54.64,0.5,32,59.49,6.15,6.020000000000003
114.1,36,100,3,3,96.86,49.36,0.5,34,44.98,-3.16,-3.009999999999998
114.1,37,100,3,1,116.33,53.1,0.5,33,81.17,2.16,2.020000000000003
114.1,38,100,4,1,95.26,53.86,0.5,35,167.11,-0.8,-0.7800000000000011
114.2,19,100,5,1,2.6,53.18,0.5,19,250.0,0.0,0.0
114.2,21,100,6,1,23.27,50.31,0.5,21,250.0,0.0,0.0
114.2,22,100,3,2,499.6,24.52,0.5,23,10.81,-2.39,-2.879999999999999
114.2,23,100,3,2,510.48,27.4,0.18,23,0.72,26.95,0.0
114.2,24,100,3,3,508.76,53.88,0.5,24,250.0,0.0,0.0
114.2,25,100,3,1,470.78,48.14,0.5,19,40.29,21.41,-5.039999999999999
114.2,26,100,3,2,380.2,53.54,0.15,22,131.02,26.68,29.02
114.2,27,100,3,2,340.76,54.25,0.07,26,39.46,0.56,0.7100000000000009
114.2,28,100,3,2,298.92,52.53,0.5,27,41.79,-1.57,-1.7199999999999989
114.2,29,100,3,3,319.86,57.91,0.43,29,250.0,0.0,0.0
114.2,30,100,3,2,253.88,52.82,0.5,28,45.05,0.16,0.28999999999999915
114.2,31,100,3,3,236.8,54.12,0.5,29,82.96,-3.82,-3.789999999999999
114.2,32,100,3,2,197.34,48.71,0.5,30,56.42,-4.15,-4.109999999999999
114.2,33,100,3,1,198.87,51.16,0.5,33,250.0,0.0,0.0
114.2,34,100,3,3,143.38,52.28,0.5,31,93.37,-1.82,-1.8399999999999963
114.2,35,100,3,2,138.19,54.59,0.5,32,59.32,6.02,5.880000000000003
114.2,36,100,3,3,98.24,49.42,0.5,34,45.06,-3.01,-2.8599999999999994
114.2,37,100,3,1,117.81,53.03,0.5,33,81.12,2.01,1.8700000000000045
114.2,38,100,4,1,96.75,53.82,0.5,35,167.13,-0.78,-0.7700000000000031
114.3,19,100,5,1,4.08,53.26,0.5,19,250.0,0.0,0.0
114.3,21,100,6,1,24.67,50.35,0.5,21,250.0,0.0,0.0
114.3,22,100,3,2,500.28,24.48,0.5,23,10.89,-2.88,-3.379999999999999
114.3,23,100,3,2,511.25,27.86,0.15,23,-0.04,27.4,0.0
114.3,24,100,3,3,510.26,53.97,0.5,24,250.0,0.0,0.0
114.3,25,100,3,1,472.11,47.92,0.5,19,39.71,20.73,-5.339999999999996
114.3,26,100,3,2,381.68,53.46,0.12,22,130.29,26.14,28.98
114.3,27,100,3,2,342.27,54.32,0.1,26,39.44,0.71,0.8599999999999994
114.3,28,100,3,2,300.38,52.45,0.5,27,41.84,-1.72,-1.8699999999999974
114.3,29,100,3,3,321.47,57.81,0.4,29,250.0,0.0,0.0
114.3,30,100,3,2,255.35,52.86,0.5,28,45.04,0.29,0.4099999999999966
114.3,31,100,3,3,238.3,54.05,0.5,29,83.06,-3.79,-3.760000000000005
114.3,32,100,3,2,198.7,48.79,0.5,30,56.54,-4.11,-4.07
114.3,33,100,3,1,200.29,51.23,0.5,33,250.0,0.0,0.0
114.3,34,100,3,3,144.83,52.19,0.5,31,93.42,-1.84,-1.8599999999999994
114.3,35,100,3,2,139.7,54.53,0.5,32,59.15,5.88,5.740000000000002
114.3,36,100,3,3,99.61,49.48,0.5,34,45.15,-2.86,-2.710000000000001
114.3,37,100,3,1,119.28,52.97,0.5,33,81.06,1.87,1.740000000000002
114.3,38,100,4,1,98.25,53.78,0.5,35,167.15,-0.76,-0.75
114.4,19,100,5,1,5.56,53.33,0.5,19,250.0,0.0,0.0
114.4,21,100,6,1,26.07,50.39,0.5,21,250.0,0.0,0.0
114.4,22,100,3,2,500.96,24.44,0.5,23,10.97,-3.38,-3.8699999999999974
114.4,23,100,3,2,512.03,28.31,0.11,23,-0.8,27.86,0.0
114.4,24,100,3,3,511.76,54.07,0.5,24,250.0,0.0,0.0
114.4,25,100,3,1,473.44,47.72,0.5,19,39.14,20.07,-5.609999999999999
114.4,26,100,3,2,383.17,53.38,0.09,22,129.57,25.6,28.94
114.4,27,100,3,2,343.78,54.38,0.13,26,39.42,0.86,1.0
114.4,28,100,3,2,301.83,52.36,0.5,27,41.89,-1.87,-2.020000000000003
114.4,29,100,3,3,323.08,57.72,0.37,29,250.0,0.0,0.0
114.4,30,100,3,2,256.81,52.9,0.5,28,45.03,0.41,0.5399999999999991
114.4,31,100,3,3,239.8,53.99,0.5,29,83.17,-3.76,-3.729999999999997
114.4,32,100,3,2,200.05,48.87,0.5,30,56.65,-4.07,-4.030000000000001
114.4,33,100,3,1,201.71,51.31,0.5,33,250.0,0.0,0.0
114.4,34,100,3,3,146.28,52.1,0.5,31,93.47,-1.86,-1.8900000000000006
114.4,35,100,3,2,141.22,54.48,0.5,32,58.99,5.74,5.609999999999999
114.4,36,100,3,3,100.99,49.55,0.5,34,45.22,-2.71,-2.5500000000000043
114.4,37,100,3,1,120.75,52.9,0.5,33,81.01,1.73,1.5899999999999963
114.4,38,100,4,1,99.74,53.74,0.5,35,167.17,-0.75,-0.7399999999999949
114.5,19,100,5,1,7.04,53.41,0.5,19,250.0,0.0,0.0
114.5,21,100,6,1,27.47,50.43,0.5,21,250.0,0.0,0.0
114.5,22,100,3,2,501.64,24.41,0.5,23,11.07,-3.87,-4.359999999999999
114.5,23,100,3,2,512.82,28.77,0.08,23,-1.58,28.31,0.0
114.5,24,100,3,3,513.26,54.16,0.5,24,250.0,0.0,0.0
114.5,25,100,3,1,474.76,47.52,0.5,19,38.59,19.41,-5.8899999999999935
114.5,26,100,3,2,384.65,53.3,0.05,22,128.86,25.07,28.889999999999997
114.5,27,100,3,2,345.29,54.45,0.17,26,39.39,1.0,1.1500000000000057
114.5,28,100,3,2,303.29,52.28,0.5,27,41.94,-2.02,-2.1700000000000017
114.5,29,100,3,3,324.68,57.63,0.33,29,250.0,0.0,0.0
114.5,30,100,3,2,258.28,52.94,0.5,28,45.02,0.54,0.6599999999999966
114.5,31,100,3,3,241.3,53.92,0.5,29,83.27,-3.74,-3.710000000000001
114.5,32,100,3,2,201.41,48.95,0.5,30,56.76,-4.03,-3.989999999999995
114.5,33,100,3,1,203.14,51.38,0.5,33,250.0,0.0,0.0
114.5,34,100,3,3,147.73,52.01,0.5,31,93.52,-1.89,-1.9100000000000037
114.5,35,100,3,2,142.73,54.42,0.5,32,58.83,5.61,5.469999999999999
114.5,36,100,3,3,102.36,49.61,0.5,34,45.3,-2.55,-2.3999999999999986
114.5,37,100,3,1,122.22,52.84,0.5,33,80.96,1.59,1.4600000000000009
114.5,38,100,4,1,101.23,53.71,0.5,35,167.2,-0.73,-0.7100000000000009
114.6,19,100,5,1,8.53,53.49,0.5,19,250.0,0.0,0.0
114.6,21,100,6,1,28.87,50.48,0.5,21,250.0,0.0,0.0
114.6,22,100,3,2,502.31,24.38,0.5,23,11.19,-4.35,-4.84
114.6,23,100,3,2,513.63,29.22,0.05,23,-2.38,28.77,0.0
114.6,24,100,3,3,514.76,54.26,0.5,24,250.0,0.0,0.0
114.6,25,100,3,1,476.08,47.34,0.5,19,38.06,18.76,-6.149999999999999
114.6,26,100,3,2,386.13,53.23,0.02,22,128.17,24.54,28.849999999999998
114.6,27,100,3,2,346.8,54.52,0.2,26,39.36,1.15,1.2900000000000063
114.6,28,100,3,2,304.74,52.19,0.5,27,42.0,-2.17,-2.3300000000000054
114.6,29,100,3,3,326.28,57.53,0.3,29,250.0,0.0,0.0
114.6,30,100,3,2,259.76,52.98,0.5,28,45.0,0.66,0.7899999999999991
114.6,31,100,3,3,242.8,53.85,0.5,29,83.37,-3.71,-3.6799999999999997
114.6,32,100,3,2,202.77,49.03,0.5,30,56.87,-3.99,-3.9499999999999957
114.6,33,100,3,1,204.57,51.46,0.5,33,250.0,0.0,0.0
114.6,34,100,3,3,149.17,51.92,0.5,31,93.57,-1.91,-1.9299999999999997
114.6,35,100,3,2,144.24,54.37,0.5,32,58.68,5.47,5.339999999999996
114.6,36,100,3,3,103.74,49.67,0.5,34,45.37,-2.4,-2.25
114.6,37,100,3,1,123.68,52.77,0.5,33,80.92,1.45,1.3100000000000023
114.6,38,100,4,1,102.72,53.67,0.5,35,167.22,-0.72,-0.6999999999999957
114.7,19,100,5,1,10.01,53.56,0.5,19,250.0,0.0,0.0
114.7,21,100,6,1,30.27,50.52,0.5,21,250.0,0.0,0.0
114.7,22,100,3,2,502.99,24.35,0.5,23,11.31,-4.84,-5.32
114.7,23,100,3,2,514.45,29.67,0.01,23,-3.18,29.22,0.0
114.7,24,100,10002,2,1.38,54.35,0.5,24,250.0,0.0,0.0
114.7,25,100,3,1,477.39,47.16,0.5,19,37.55,18.12,-6.400000000000006
114.7,26,100,3,1,387.61,53.16,0.99,22,127.5,24.01,28.809999999999995
114.7,27,100,3,2,348.32,54.58,0.23,26,39.33,1.29,1.4200000000000017
114.7,28,100,3,2,306.19,52.11,0.5,27,42.06,-2.32,-2.469999999999999
114.7,29,100,3,3,327.87,57.44,0.27,29,250.0,0.0,0.0
114.7,30,100,3,2,261.23,53.02,0.5,28,44.98,0.79,0.9100000000000037
114.7,31,100,3,3,244.3,53.79,0.5,29,83.48,-3.68,-3.6499999999999986
114.7,32,100,3,2,204.13,49.11,0.5,30,56.98,-3.95,-3.9100000000000037
114.7,33,100,3,1,206.0,51.53,0.5,33,250.0,0.0,0.0
114.7,34,100,3,3,150.61,51.83,0.5,31,93.63,-1.93,-1.9600000000000009
114.7,35,100,3,2,145.75,54.31,0.5,32,58.53,5.34,5.200000000000003
114.7,36,100,3,3,105.12,49.73,0.5,34,45.43,-2.25,-2.1000000000000014
114.7,37,100,3,1,125.15,52.7,0.5,33,80.88,1.31,1.1700000000000017
114.7,38,100,4,1,104.21,53.63,0.5,35,167.24,-0.7,-0.6799999999999997
114.8,19,100,5,1,11.5,53.64,0.5,19,250.0,0.0,0.0
114.8,21,100,6,1,31.67,50.56,0.5,21,250.0,0.0,0.0
114.8,22,100,3,2,503.67,24.33,0.5,23,11.46,-5.32,-5.960000000000001
114.8,23,100,3,1,515.28,30.29,0.98,23,250.0,0.0,0.0
114.8,24,100,10002,2,2.89,54.44,0.5,24,250.0,0.0,0.0
114.8,25,100,3,1,478.7,46.99,0.5,19,37.05,17.48,-6.649999999999999
114.8,26,100,3,1,389.08,53.09,0.95,25,126.84,23.48,6.100000000000001
114.8,27,100,3,2,349.83,54.65,0.27,22,154.68,30.23,30.32
114.8,28,100,3,2,307.63,52.02,0.5,27,42.13,-2.47,-2.6299999999999955
114.8,29,100,3,3,329.47,57.34,0.23,29,250.0,0.0,0.0
114.8,30,100,3,2,262.7,53.06,0.5,28,44.96,0.91,1.0399999999999991
114.8,31,100,3,3,245.79,53.72,0.5,29,83.58,-3.65,-3.6200000000000045
114.8,32,100,3,2,205.5,49.19,0.5,30,57.09,-3.91,-3.8700000000000045
114.8,33,100,3,1,207.43,51.61,0.5,26,181.61,-1.62,-1.480000000000004
114.8,34,100,3,3,152.05,51.74,0.5,31,93.68,-1.95,-1.9799999999999969
114.8,35,100,3,2,147.26,54.26,0.5,32,58.38,5.2,5.07
114.8,36,100,3,3,106.5,49.8,0.5,34,45.49,-2.1,-1.9400000000000048
114.8,37,100,3,1,126.61,52.64,0.5,33,80.85,1.17,1.0300000000000011
114.8,38,100,4,1,105.7,53.59,0.5,35,167.25,-0.69,-0.6699999999999946
114.9,19,100,5,1,12.99,53.72,0.5,19,250.0,0.0,0.0
114.9,21,100,6,1,33.08,50.6,0.5,21,250.0,0.0,0.0
114.9,22,100,3,2,504.35,24.47,0.5,21,46.8,-26.23,-26.130000000000003
114.9,23,100,10003,1,0.68,30.89,0.95,19,108.6,-23.35,-22.83
114.9,24,100,10002,2,4.41,54.54,0.5,24,250.0,0.0,0.0
114.9,25,100,3,1,480.0,46.83,0.5,23,36.58,16.7,15.939999999999998
114.9,26,100,3,1,390.56,53.03,0.92,25,126.2,22.8,6.200000000000003
114.9,27,100,3,2,351.35,54.71,0.28,22,153.84,30.32,30.240000000000002
114.9,28,100,3,2,309.08,51.94,0.5,27,42.2,-2.63,-2.770000000000003
114.9,29,100,3,3,331.06,57.25,0.2,29,250.0,0.0,0.0
114.9,30,100,3,2,264.18,53.1,0.5,28,44.93,1.04,1.1600000000000037
114.9,31,100,3,3,247.28,53.66,0.5,29,83.68,-3.62,-3.5900000000000034
114.9,32,100,3,2,206.87,49.28,0.5,30,57.2,-3.87,-3.8200000000000003
114.9,33,100,3,1,208.86,51.68,0.5,26,181.65,-1.48,-1.3500000000000014
114.9,34,100,3,3,153.49,51.65,0.5,31,93.74,-1.98,-2.009999999999998
114.9,35,100,3,2,148.77,54.21,0.5,32,58.24,5.07,4.93
114.9,36,100,3,3,107.89,49.86,0.5,34,45.55,-1.95,-1.7899999999999991
114.9,37,100,3,1,128.07,52.57,0.5,33,80.82,1.03,0.8900000000000006
114.9,38,100,10000,1,1.03,53.55,0.5,35,167.27,-0.67,-0.6600000000000037
115.0,19,100,5,1,14.49,53.79,0.5,19,250.0,0.0,0.0
115.0,21,100,6,1,34.49,50.64,0.5,21,250.0,0.0,0.0
115.0,22,100,3,2,505.03,24.73,0.5,21,47.53,-26.14,-25.91
115.0,23,100,10003,1,1.55,31.5,0.92,19,109.24,-22.82,-22.29
115.0,24,100,6,2,2.02,54.63,0.5,24,250.0,0.0,0.0
115.0,25,100,3,1,481.3,46.66,0.5,23,36.13,15.94,15.159999999999997
115.0,26,100,3,1,392.03,52.96,0.89,25,125.57,22.13,6.300000000000004
115.0,27,100,3,2,352.87,54.78,0.31,22,152.99,30.25,30.05
115.0,28,100,3,2,310.52,51.85,0.5,27,42.27,-2.78,-2.9299999999999997
115.0,29,100,3,3,332.65,57.16,0.17,29,250.0,0.0,0.0
115.0,30,100,3,2,265.65,53.14,0.5,28,44.9,1.17,1.2899999999999991
115.0,31,100,3,3,248.77,53.59,0.5,29,83.78,-3.59,-3.569999999999993
115.0,32,100,3,2,208.24,49.36,0.5,30,57.31,-3.83,-3.780000000000001
115.0,33,100,3,1,210.3,51.76,0.5,26,181.69,-1.34,-1.2000000000000028
115.0,34,100,3,3,154.92,51.57,0.5,31,93.79,-2.0,-2.020000000000003
115.0,35,100,3,2,150.27,54.15,0.5,32,58.1,4.93,4.789999999999999
115.0,36,100,3,3,109.27,49.92,0.5,34,45.6,-1.8,-1.6499999999999986
115.0,37,100,3,1,129.53,52.51,0.5,33,80.79,0.89,0.75
115.0,38,100,10000,1,2.52,53.51,0.5,35,167.29,-0.66,-0.6400000000000006
115.1,19,100,5,1,15.98,53.87,0.5,19,250.0,0.0,0.0
115.1,21,100,6,1,35.89,50.69,0.5,21,250.0,0.0,0.0
115.1,22,100,3,2,505.73,25.51,0.53,21,48.25,-25.91,-25.179999999999996
115.1,23,100,10003,1,2.43,32.1,0.89,19,109.87,-22.29,-21.769999999999996
115.1,24,100,6,2,3.54,54.73,0.5,24,250.0,0.0,0.0
115.1,25,100,3,1,482.6,46.5,0.5,23,35.69,15.16,14.399999999999999
115.1,26,100,3,1,393.5,52.91,0.85,25,124.97,21.47,6.409999999999997
115.1,27,100,3,2,354.39,54.85,0.34,22,152.16,30.05,29.34
115.1,28,100,3,2,311.96,51.77,0.5,27,42.35,-2.93,-3.0799999999999983
115.1,29,100,3,3,334.24,57.06,0.13,29,250.0,0.0,0.0
115.1,30,100,3,2,267.13,53.19,0.5,28,44.87,1.29,1.4199999999999946
115.1,31,100,3,3,250.26,53.52,0.5,29,83.88,-3.57,-3.539999999999999
115.1,32,100,3,2,209.61,49.44,0.5,30,57.41,-3.79,-3.75
115.1,33,100,3,1,211.74,51.83,0.5,26,181.73,-1.2,-1.0799999999999983
